user_id,device_model,operating_system,app_usage_time,screen_on_time,battery_drain,number_of_installed_apps,data_usage,age,gender,age_group
98,OnePlus 9,Android,516,12.0,2406,82,1968,28,Female,Adults
99,Google Pixel 5,Android,59,1.2,361,18,293,25,Female,Adults
100,OnePlus 9,Android,225,5.5,1526,44,875,50,Female,Adults
101,Google Pixel 5,Android,41,1.1,389,15,136,53,Male,Adults
102,OnePlus 9,Android,183,4.1,1210,45,738,19,Male,Youth
103,Google Pixel 5,Android,174,2.5,929,37,565,32,Female,Adults
104,Xiaomi Mi 11,Android,274,4.2,1781,52,934,28,Male,Adults
105,Xiaomi Mi 11,Android,166,2.8,1113,28,360,25,Male,Adults
106,Xiaomi Mi 11,Android,66,1.2,585,12,264,36,Male,Adults
107,Google Pixel 5,Android,152,2.7,642,38,596,55,Male,Adults
108,Google Pixel 5,Android,54,1.4,403,17,278,23,Female,Youth
109,Xiaomi Mi 11,Android,187,5.5,1754,55,711,50,Female,Adults
110,OnePlus 9,Android,216,6.0,1641,41,889,39,Female,Adults
111,OnePlus 9,Android,95,3.8,718,26,459,41,Female,Adults
112,Xiaomi Mi 11,Android,488,8.6,2447,84,2344,19,Male,Youth
113,Google Pixel 5,Android,295,5.1,1483,45,748,27,Female,Adults
114,Samsung Galaxy S21,Android,136,3.2,818,33,404,42,Male,Adults
115,Xiaomi Mi 11,Android,471,7.9,2156,76,1324,54,Female,Adults
116,iPhone 12,iOS,121,3.2,651,34,596,39,Male,Adults
117,iPhone 12,iOS,75,1.2,409,13,281,18,Male,Youth
118,iPhone 12,iOS,220,5.2,1631,49,909,27,Female,Adults
119,Samsung Galaxy S21,Android,82,1.6,590,13,124,28,Female,Adults
120,Google Pixel 5,Android,97,2.7,1018,37,428,41,Male,Adults
121,Samsung Galaxy S21,Android,388,6.6,2085,71,1150,45,Female,Adults
122,OnePlus 9,Android,529,8.7,2484,89,2189,39,Female,Adults
123,Google Pixel 5,Android,584,10.0,2541,99,2391,49,Female,Adults
124,Google Pixel 5,Android,529,8.1,2686,96,1924,35,Male,Adults
125,Google Pixel 5,Android,227,5.1,1702,57,714,21,Male,Youth
126,Samsung Galaxy S21,Android,535,11.8,2858,99,2378,50,Male,Adults
127,iPhone 12,iOS,332,7.4,2149,68,1321,20,Female,Youth
128,Google Pixel 5,Android,252,4.2,1439,45,667,50,Female,Adults
129,Xiaomi Mi 11,Android,125,2.5,678,34,465,31,Male,Adults
130,Xiaomi Mi 11,Android,97,3.3,751,39,412,36,Female,Adults
131,Google Pixel 5,Android,540,10.8,2923,90,1886,40,Male,Adults
132,Xiaomi Mi 11,Android,320,7.2,2056,69,1226,52,Female,Adults
133,Google Pixel 5,Android,176,3.6,1193,30,458,40,Female,Adults
134,Samsung Galaxy S21,Android,79,1.0,313,18,139,42,Male,Adults
135,Xiaomi Mi 11,Android,83,1.6,303,19,285,51,Male,Adults
136,iPhone 12,iOS,555,11.3,2528,90,1856,55,Female,Adults
137,Samsung Galaxy S21,Android,66,1.7,375,16,216,39,Male,Adults
138,Xiaomi Mi 11,Android,237,4.5,1368,42,868,24,Female,Youth
139,Samsung Galaxy S21,Android,497,9.7,2876,94,2076,18,Male,Youth
140,Google Pixel 5,Android,516,11.1,2429,91,1796,53,Male,Adults
141,Xiaomi Mi 11,Android,219,5.2,1510,42,655,50,Female,Adults
142,Google Pixel 5,Android,448,6.3,2044,71,1337,51,Male,Adults
143,iPhone 12,iOS,156,2.2,896,37,429,57,Female,Adults
144,Samsung Galaxy S21,Android,68,1.1,528,12,201,29,Male,Adults
145,iPhone 12,iOS,524,11.2,2417,90,2069,29,Female,Adults
146,iPhone 12,iOS,188,5.3,1281,45,974,35,Male,Adults
147,Samsung Galaxy S21,Android,443,7.4,2289,73,1026,33,Male,Adults
148,Xiaomi Mi 11,Android,52,1.6,385,19,234,24,Male,Youth
149,OnePlus 9,Android,228,4.2,1677,58,823,56,Male,Adults
150,Google Pixel 5,Android,149,3.7,873,34,459,51,Male,Adults
151,iPhone 12,iOS,523,9.4,2583,92,1539,21,Male,Youth
152,Samsung Galaxy S21,Android,42,1.6,315,19,207,52,Female,Adults
153,Google Pixel 5,Android,120,2.0,741,38,396,56,Female,Adults
154,OnePlus 9,Android,329,7.5,2277,72,1185,27,Female,Adults
155,Xiaomi Mi 11,Android,68,1.5,364,10,102,31,Female,Adults
156,Xiaomi Mi 11,Android,158,3.4,893,36,493,32,Male,Adults
157,Xiaomi Mi 11,Android,86,1.7,439,19,136,54,Male,Adults
158,Xiaomi Mi 11,Android,339,7.8,2102,71,1062,51,Male,Adults
159,Samsung Galaxy S21,Android,304,6.5,2375,79,1493,51,Male,Adults
160,Xiaomi Mi 11,Android,131,2.4,859,26,305,40,Male,Adults
161,Samsung Galaxy S21,Android,64,1.6,540,19,262,35,Female,Adults
162,Xiaomi Mi 11,Android,53,1.9,526,15,112,42,Male,Adults
163,Google Pixel 5,Android,442,7.7,2067,69,1440,45,Male,Adults
164,iPhone 12,iOS,32,2.0,469,18,139,22,Male,Youth
165,Xiaomi Mi 11,Android,278,4.8,1238,48,851,43,Female,Adults
166,Xiaomi Mi 11,Android,540,8.4,2993,98,1540,49,Female,Adults
167,Google Pixel 5,Android,595,11.3,2968,88,2366,30,Male,Adults
168,Google Pixel 5,Android,35,1.5,467,10,158,58,Male,Adults
169,Google Pixel 5,Android,225,5.4,1370,44,791,55,Female,Adults
170,Google Pixel 5,Android,587,11.8,2431,90,1894,47,Male,Adults
171,Xiaomi Mi 11,Android,92,3.7,1124,27,524,44,Male,Adults
172,Google Pixel 5,Android,46,1.1,487,17,208,23,Male,Youth
173,OnePlus 9,Android,153,2.8,935,25,578,37,Female,Adults
174,iPhone 12,iOS,368,6.6,1817,72,1406,27,Female,Adults
175,Xiaomi Mi 11,Android,51,1.6,509,11,113,29,Female,Adults
176,Google Pixel 5,Android,279,5.2,1660,47,629,50,Female,Adults
177,Xiaomi Mi 11,Android,255,5.4,1738,42,826,21,Male,Youth
178,Samsung Galaxy S21,Android,193,5.7,1471,51,972,31,Female,Adults
179,Xiaomi Mi 11,Android,207,5.7,1582,52,692,38,Male,Adults
180,iPhone 12,iOS,539,11.9,2853,83,2007,55,Male,Adults
181,OnePlus 9,Android,151,2.4,1124,38,571,33,Male,Adults
182,Google Pixel 5,Android,474,6.4,2109,68,1079,24,Male,Youth
183,iPhone 12,iOS,544,9.2,2936,83,2416,47,Female,Adults
184,iPhone 12,iOS,73,1.2,308,15,275,39,Female,Adults
185,Xiaomi Mi 11,Android,597,10.4,2984,91,1564,34,Female,Adults
186,Google Pixel 5,Android,498,10.7,2738,94,1995,42,Male,Adults
187,iPhone 12,iOS,402,7.8,2014,79,1088,34,Female,Adults
188,OnePlus 9,Android,75,1.1,379,15,185,37,Male,Adults
189,iPhone 12,iOS,130,2.0,602,21,589,30,Female,Adults
190,Samsung Galaxy S21,Android,42,1.1,402,11,265,32,Female,Adults
191,iPhone 12,iOS,134,2.2,917,23,423,23,Male,Youth
192,Google Pixel 5,Android,79,1.9,477,13,161,24,Male,Youth
193,iPhone 12,iOS,432,7.2,1822,63,1127,59,Female,Adults
194,iPhone 12,iOS,262,4.1,1287,52,997,36,Male,Adults
195,Samsung Galaxy S21,Android,473,6.4,2109,79,1300,23,Female,Youth
196,Google Pixel 5,Android,202,4.7,1512,49,659,45,Female,Adults
197,OnePlus 9,Android,215,4.4,1407,41,991,47,Male,Adults
198,OnePlus 9,Android,151,3.7,1116,32,320,41,Female,Adults
199,OnePlus 9,Android,80,1.6,549,14,197,19,Male,Youth
200,Xiaomi Mi 11,Android,126,2.8,971,32,431,35,Female,Adults
201,Samsung Galaxy S21,Android,495,8.9,2920,84,2252,31,Female,Adults
202,iPhone 12,iOS,127,3.7,1153,35,314,37,Female,Adults
203,Xiaomi Mi 11,Android,88,1.3,327,11,262,22,Male,Youth
204,Google Pixel 5,Android,69,1.6,463,16,146,27,Male,Adults
205,OnePlus 9,Android,100,3.3,961,21,433,25,Male,Adults
206,Xiaomi Mi 11,Android,301,6.5,2084,71,1421,29,Male,Adults
207,Google Pixel 5,Android,78,1.7,455,15,207,37,Female,Adults
208,Google Pixel 5,Android,163,3.1,620,21,419,23,Male,Youth
209,OnePlus 9,Android,539,9.3,2606,92,1990,41,Male,Adults
210,Google Pixel 5,Android,278,4.6,1385,47,823,40,Female,Adults
211,Samsung Galaxy S21,Android,451,6.1,2108,76,1434,25,Female,Adults
212,Samsung Galaxy S21,Android,481,10.9,2752,86,2017,18,Male,Youth
213,Samsung Galaxy S21,Android,133,3.4,714,38,445,25,Male,Adults
214,Xiaomi Mi 11,Android,41,1.1,588,10,246,22,Male,Youth
215,iPhone 12,iOS,152,3.3,1175,29,461,42,Female,Adults
216,OnePlus 9,Android,553,8.4,2559,89,2471,51,Male,Adults
217,iPhone 12,iOS,402,6.9,2282,78,1397,40,Male,Adults
218,OnePlus 9,Android,555,9.5,2855,95,1565,24,Male,Youth
219,iPhone 12,iOS,499,9.6,2873,81,1805,52,Female,Adults
220,Xiaomi Mi 11,Android,101,3.2,603,28,417,43,Male,Adults
221,OnePlus 9,Android,433,6.8,2093,75,1300,32,Male,Adults
222,OnePlus 9,Android,133,2.0,1007,31,417,32,Male,Adults
223,Xiaomi Mi 11,Android,351,6.1,1941,79,1290,21,Female,Youth
224,Samsung Galaxy S21,Android,532,10.7,2556,83,2148,53,Female,Adults
225,OnePlus 9,Android,92,2.5,690,31,563,27,Male,Adults
226,Xiaomi Mi 11,Android,511,10.8,2712,97,2438,59,Female,Adults
227,Xiaomi Mi 11,Android,384,7.0,2185,72,1376,59,Male,Adults
228,iPhone 12,iOS,193,5.2,1318,49,626,32,Female,Adults
229,Samsung Galaxy S21,Android,132,3.8,649,25,368,41,Male,Adults
230,Samsung Galaxy S21,Android,360,7.3,1946,79,1164,50,Male,Adults
231,iPhone 12,iOS,159,2.3,1083,32,526,38,Male,Adults
232,iPhone 12,iOS,495,8.9,2855,91,2150,31,Male,Adults
233,Xiaomi Mi 11,Android,537,10.0,2720,83,1763,35,Male,Adults
234,OnePlus 9,Android,129,3.4,1059,27,580,36,Female,Adults
235,iPhone 12,iOS,132,3.8,636,28,529,53,Male,Adults
236,Xiaomi Mi 11,Android,37,1.4,369,18,295,19,Female,Youth
237,Samsung Galaxy S21,Android,524,8.9,2549,88,1730,20,Female,Youth
238,OnePlus 9,Android,425,6.9,2142,66,1130,19,Female,Youth
239,OnePlus 9,Android,64,1.7,585,13,107,53,Male,Adults
240,iPhone 12,iOS,573,10.8,2711,96,2118,33,Female,Adults
241,Google Pixel 5,Android,45,1.7,302,16,191,57,Female,Adults
242,Xiaomi Mi 11,Android,564,11.7,2764,81,2133,37,Female,Adults
243,OnePlus 9,Android,162,3.5,761,36,338,51,Male,Adults
244,Samsung Galaxy S21,Android,451,6.5,2378,69,1341,44,Male,Adults
245,OnePlus 9,Android,30,1.3,479,16,253,35,Male,Adults
246,Samsung Galaxy S21,Android,202,5.0,1542,45,844,29,Male,Adults
247,Google Pixel 5,Android,71,1.5,590,17,257,33,Male,Adults
248,Google Pixel 5,Android,314,6.2,2205,63,1066,19,Male,Youth
249,Xiaomi Mi 11,Android,168,4.0,866,22,581,50,Female,Adults
250,Google Pixel 5,Android,75,1.9,537,13,230,58,Female,Adults
251,OnePlus 9,Android,42,1.4,324,13,272,29,Female,Adults
252,OnePlus 9,Android,441,7.9,2332,78,1477,23,Female,Youth
253,Google Pixel 5,Android,523,10.5,2460,99,1787,22,Male,Youth
254,Xiaomi Mi 11,Android,100,2.4,982,31,478,48,Female,Adults
255,OnePlus 9,Android,52,1.2,398,14,172,24,Female,Youth
256,OnePlus 9,Android,397,7.0,2352,77,1101,46,Female,Adults
257,Xiaomi Mi 11,Android,424,7.7,1863,65,1116,52,Male,Adults
258,Xiaomi Mi 11,Android,272,5.0,1655,45,686,19,Female,Youth
259,Xiaomi Mi 11,Android,201,4.0,1791,50,914,18,Male,Youth
260,Xiaomi Mi 11,Android,570,9.0,2613,98,2497,49,Female,Adults
261,Xiaomi Mi 11,Android,64,1.3,490,14,151,43,Female,Adults
262,iPhone 12,iOS,334,6.6,2394,68,1227,46,Female,Adults
263,iPhone 12,iOS,518,9.6,2954,93,2125,34,Female,Adults
264,Samsung Galaxy S21,Android,70,1.7,359,10,109,57,Male,Adults
265,iPhone 12,iOS,334,6.8,2000,77,1079,40,Female,Adults
266,Xiaomi Mi 11,Android,563,8.4,2849,85,1508,25,Male,Adults
267,iPhone 12,iOS,181,4.1,1608,43,752,22,Female,Youth
268,OnePlus 9,Android,584,9.4,2766,84,2151,32,Male,Adults
269,Samsung Galaxy S21,Android,208,4.7,1642,45,861,55,Male,Adults
270,Samsung Galaxy S21,Android,381,6.6,2160,69,1450,20,Male,Youth
271,Xiaomi Mi 11,Android,426,6.5,1969,78,1266,53,Female,Adults
272,OnePlus 9,Android,284,4.2,1360,56,888,51,Male,Adults
273,Google Pixel 5,Android,105,2.2,1002,29,453,31,Female,Adults
274,Google Pixel 5,Android,179,2.3,1014,32,588,38,Male,Adults
275,iPhone 12,iOS,122,2.6,639,37,568,35,Male,Adults
276,OnePlus 9,Android,501,11.9,2702,88,1738,49,Male,Adults
277,Xiaomi Mi 11,Android,269,5.9,1666,42,629,32,Female,Adults
278,Google Pixel 5,Android,230,4.4,1607,52,878,54,Male,Adults
279,Xiaomi Mi 11,Android,85,1.6,417,12,122,47,Male,Adults
280,Samsung Galaxy S21,Android,411,7.8,2029,75,1136,33,Female,Adults
281,Samsung Galaxy S21,Android,73,1.7,403,12,163,51,Male,Adults
282,Xiaomi Mi 11,Android,39,1.7,530,11,268,26,Female,Adults
283,iPhone 12,iOS,386,7.7,2114,72,1209,51,Male,Adults
284,Google Pixel 5,Android,49,1.3,542,16,169,54,Female,Adults
285,Google Pixel 5,Android,411,6.9,1820,70,1024,43,Male,Adults
286,OnePlus 9,Android,534,10.8,2805,90,1538,37,Male,Adults
287,Samsung Galaxy S21,Android,314,7.4,2136,64,1376,47,Female,Adults
288,Xiaomi Mi 11,Android,211,4.0,1519,54,811,29,Female,Adults
289,OnePlus 9,Android,121,3.7,619,36,473,47,Male,Adults
290,Google Pixel 5,Android,84,1.2,415,10,146,50,Male,Adults
291,OnePlus 9,Android,448,7.6,2199,66,1047,28,Male,Adults
292,Google Pixel 5,Android,55,1.6,360,19,149,30,Male,Adults
293,Google Pixel 5,Android,59,1.8,497,10,208,36,Female,Adults
294,Xiaomi Mi 11,Android,226,4.5,1781,45,649,27,Female,Adults
295,Samsung Galaxy S21,Android,580,8.5,2660,87,1795,52,Male,Adults
296,OnePlus 9,Android,65,1.8,481,18,130,41,Male,Adults
297,OnePlus 9,Android,458,6.6,2214,67,1163,31,Female,Adults
298,iPhone 12,iOS,170,2.7,805,26,344,53,Female,Adults
299,iPhone 12,iOS,264,5.2,1641,44,778,44,Male,Adults
300,Xiaomi Mi 11,Android,122,3.3,748,35,499,59,Female,Adults
301,Xiaomi Mi 11,Android,420,6.5,2113,65,1314,35,Male,Adults
302,iPhone 12,iOS,267,4.4,1505,59,971,38,Female,Adults
303,iPhone 12,iOS,469,6.0,2290,67,1086,34,Female,Adults
304,iPhone 12,iOS,541,11.4,2443,89,1923,34,Female,Adults
305,iPhone 12,iOS,155,2.9,1117,22,322,19,Female,Youth
306,OnePlus 9,Android,106,2.8,686,32,594,27,Male,Adults
307,OnePlus 9,Android,243,5.0,1232,47,877,43,Male,Adults
308,OnePlus 9,Android,410,7.5,2176,68,1213,45,Female,Adults
309,iPhone 12,iOS,285,5.1,1226,57,666,20,Female,Youth
310,OnePlus 9,Android,397,6.8,2027,66,1167,40,Male,Adults
311,Samsung Galaxy S21,Android,230,4.2,1507,51,868,25,Female,Adults
312,iPhone 12,iOS,341,7.2,2397,68,1055,32,Female,Adults
313,Google Pixel 5,Android,132,2.9,1054,32,563,20,Male,Youth
314,Xiaomi Mi 11,Android,130,3.0,820,21,308,49,Female,Adults
315,iPhone 12,iOS,281,4.9,1566,59,632,29,Male,Adults
316,OnePlus 9,Android,74,2.0,320,11,103,55,Female,Adults
317,OnePlus 9,Android,299,4.3,1737,43,953,42,Female,Adults
318,Google Pixel 5,Android,116,2.2,827,29,434,28,Female,Adults
319,OnePlus 9,Android,408,6.6,2026,63,1076,47,Female,Adults
320,Google Pixel 5,Android,508,11.3,2590,81,2481,51,Male,Adults
321,iPhone 12,iOS,227,4.4,1275,56,984,22,Female,Youth
322,Google Pixel 5,Android,274,6.0,1489,56,666,57,Female,Adults
323,Google Pixel 5,Android,347,6.3,2001,61,1456,21,Female,Youth
324,Xiaomi Mi 11,Android,76,1.3,490,14,156,31,Female,Adults
325,iPhone 12,iOS,445,7.5,2007,78,1115,23,Male,Youth
326,OnePlus 9,Android,203,4.3,1554,54,638,25,Female,Adults
327,Samsung Galaxy S21,Android,199,6.0,1707,57,881,55,Male,Adults
328,OnePlus 9,Android,48,2.0,574,18,127,24,Female,Youth
329,OnePlus 9,Android,88,1.6,420,12,274,31,Female,Adults
330,iPhone 12,iOS,541,8.3,2865,89,1820,42,Female,Adults
331,Google Pixel 5,Android,233,4.6,1534,49,796,21,Female,Youth
332,iPhone 12,iOS,176,3.8,727,36,362,47,Female,Adults
333,OnePlus 9,Android,191,6.0,1762,45,904,54,Male,Adults
334,Google Pixel 5,Android,461,7.5,2001,69,1324,34,Female,Adults
335,Samsung Galaxy S21,Android,37,1.5,375,18,246,46,Female,Adults
336,OnePlus 9,Android,531,9.8,2905,99,1632,45,Female,Adults
337,Samsung Galaxy S21,Android,473,7.9,2292,62,1472,44,Male,Adults
338,Samsung Galaxy S21,Android,30,1.3,561,15,252,34,Male,Adults
339,iPhone 12,iOS,306,6.1,2267,70,1449,46,Male,Adults
340,iPhone 12,iOS,64,1.2,590,13,155,30,Male,Adults
341,iPhone 12,iOS,75,1.0,435,13,223,43,Male,Adults
342,iPhone 12,iOS,597,10.3,2718,90,1863,26,Female,Adults
343,iPhone 12,iOS,529,10.5,2971,87,1683,56,Male,Adults
344,iPhone 12,iOS,290,6.0,1533,54,645,57,Female,Adults
345,iPhone 12,iOS,256,5.8,1309,52,840,43,Male,Adults
346,iPhone 12,iOS,308,7.7,1974,73,1431,37,Female,Adults
347,OnePlus 9,Android,156,3.3,1020,38,447,57,Female,Adults
348,Samsung Galaxy S21,Android,62,1.4,542,18,266,46,Male,Adults
349,Google Pixel 5,Android,156,3.8,866,34,510,26,Male,Adults
350,Samsung Galaxy S21,Android,303,7.4,2314,66,1387,34,Male,Adults
351,Samsung Galaxy S21,Android,463,6.9,2111,73,1463,54,Male,Adults
352,Google Pixel 5,Android,60,1.5,593,14,281,35,Female,Adults
353,Google Pixel 5,Android,225,4.6,1230,52,954,20,Female,Youth
354,Samsung Galaxy S21,Android,379,7.5,1823,68,1075,53,Female,Adults
355,OnePlus 9,Android,53,1.4,455,14,106,54,Female,Adults
356,Samsung Galaxy S21,Android,30,1.9,574,19,287,45,Male,Adults
357,iPhone 12,iOS,291,4.1,1326,51,905,55,Female,Adults
358,iPhone 12,iOS,488,9.5,2840,92,1986,48,Female,Adults
359,Google Pixel 5,Android,74,2.0,366,13,253,44,Female,Adults
360,Samsung Galaxy S21,Android,230,4.6,1325,55,845,54,Female,Adults
361,Samsung Galaxy S21,Android,517,11.8,2435,86,2208,26,Male,Adults
362,OnePlus 9,Android,557,10.4,2900,97,1609,22,Male,Youth
363,Xiaomi Mi 11,Android,78,1.5,341,11,259,38,Female,Adults
364,iPhone 12,iOS,321,7.9,2159,64,1499,45,Male,Adults
365,Xiaomi Mi 11,Android,579,8.6,2539,84,1935,34,Male,Adults
366,OnePlus 9,Android,382,7.2,1965,67,1341,22,Male,Youth
367,Xiaomi Mi 11,Android,516,11.6,2464,82,1767,29,Female,Adults
368,OnePlus 9,Android,598,11.2,2876,85,2477,58,Female,Adults
369,OnePlus 9,Android,102,3.9,747,36,408,49,Female,Adults
370,iPhone 12,iOS,165,2.4,816,35,503,34,Male,Adults
371,iPhone 12,iOS,558,9.8,2765,83,1548,25,Female,Adults
372,Google Pixel 5,Android,561,10.6,2547,86,1823,22,Male,Youth
373,Samsung Galaxy S21,Android,511,10.9,2514,91,2335,59,Female,Adults
374,Google Pixel 5,Android,560,11.3,2947,95,1663,25,Female,Adults
375,OnePlus 9,Android,69,1.3,434,12,164,42,Male,Adults
376,OnePlus 9,Android,44,1.1,531,17,232,26,Male,Adults
377,iPhone 12,iOS,65,1.7,490,17,122,51,Female,Adults
